SORA Value Date,,,SORA Publication Date,SORA,SORA Index
,,29,30 Aug 2012,0.0449,0.9630303297
,,30,31 Aug 2012,0.0542,0.9630317597
,,31,03 Sep 2012,0.089,0.9630388043
,Sep,3,04 Sep 2012,0.053,0.9630402027
,,4,05 Sep 2012,0.0674,0.9630419811
,,5,06 Sep 2012,0.054,0.9630434058
,,6,07 Sep 2012,0.0468,0.9630446406
,,7,10 Sep 2012,0.0552,0.96304901
,,10,11 Sep 2012,0.0702,0.9630508622
,,11,12 Sep 2012,0.0657,0.9630525957
,,12,13 Sep 2012,0.0707,0.9630544611
,,13,14 Sep 2012,0.0383,0.9630554716
,,14,17 Sep 2012,0.0573,0.9630600072
,,17,18 Sep 2012,0.059,0.963061564
,,18,19 Sep 2012,0.0444,0.9630627355
,,19,20 Sep 2012,0.0558,0.9630642078
,,20,21 Sep 2012,0.055,0.963065659
,,21,24 Sep 2012,0.059,0.9630703292
,,24,25 Sep 2012,0.1103,0.9630732395
,,25,26 Sep 2012,0.175,0.963077857
,,26,27 Sep 2012,0.1795,0.9630825932
,,27,28 Sep 2012,0.2697,0.9630897094
,,28,01 Oct 2012,0.2963,0.963113164
,Oct,1,02 Oct 2012,0.2163,0.9631188714
,,2,03 Oct 2012,0.0834,0.9631210721
,,3,04 Oct 2012,0.0198,0.9631215945
,,4,05 Oct 2012,0.0246,0.9631222437
,,5,08 Oct 2012,0.0159,0.9631235023
,,8,09 Oct 2012,0.0313,0.9631243282
,,9,10 Oct 2012,0.0247,0.96312498
,,10,11 Oct 2012,0.0339,0.9631258745
,,11,12 Oct 2012,0.031,0.9631266925
,,12,15 Oct 2012,0.0279,0.9631289011
,,15,16 Oct 2012,0.0301,0.9631296953
,,16,17 Oct 2012,0.0452,0.963130888
,,17,18 Oct 2012,0.0704,0.9631327457
,,18,19 Oct 2012,0.0522,0.9631341231
,,19,22 Oct 2012,0.032,0.9631366563
,,22,23 Oct 2012,0.0608,0.9631382606
,,23,24 Oct 2012,0.088,0.9631405827
,,24,25 Oct 2012,0.1364,0.963144182
,,25,29 Oct 2012,0.1739,0.9631625371
,,29,30 Oct 2012,0.0943,0.9631650255
,,30,31 Oct 2012,0.0489,0.9631663159
,,31,01 Nov 2012,0.0666,0.9631680733
,Nov,1,02 Nov 2012,0.0235,0.9631686934
,,2,05 Nov 2012,0.0642,0.9631737758
,,5,06 Nov 2012,0.0415,0.9631748709
,,6,07 Nov 2012,0.0269,0.9631755808
,,7,08 Nov 2012,0.0238,0.9631762088
,,8,09 Nov 2012,0.0282,0.963176953
,,9,12 Nov 2012,0.0421,0.9631802858
,,12,14 Nov 2012,0.0312,0.9631819325
,,14,15 Nov 2012,0.0963,0.9631844737
,,15,16 Nov 2012,0.1786,0.9631891867
,,16,19 Nov 2012,0.1301,0.9631994862
,,19,20 Nov 2012,0.0455,0.9632006869
,,20,21 Nov 2012,0.0406,0.9632017583
,,21,22 Nov 2012,0.0283,0.9632025051
,,22,23 Nov 2012,0.0256,0.9632031807
,,23,26 Nov 2012,0.0329,0.9632057853
,,26,27 Nov 2012,0.0492,0.9632070836
,,27,28 Nov 2012,0.0528,0.963208477
,,28,29 Nov 2012,0.0502,0.9632098017
,,29,30 Nov 2012,0.062,0.9632114379
,,30,03 Dec 2012,0.0981,0.9632192043
,Dec,3,04 Dec 2012,0.0957,0.9632217297
,,4,05 Dec 2012,0.1174,0.9632248279
,,5,06 Dec 2012,0.0532,0.9632262318
,,6,07 Dec 2012,0.0314,0.9632270605
,,7,10 Dec 2012,0.0247,0.9632290159
,,10,11 Dec 2012,0.0253,0.9632296836
,,11,12 Dec 2012,0.0201,0.963230214
,,12,13 Dec 2012,0.0306,0.9632310216
,,13,14 Dec 2012,0.0283,0.9632317684
,,14,17 Dec 2012,0.0441,0.9632352598
,,17,18 Dec 2012,0.1101,0.9632381653
,,18,19 Dec 2012,0.0743,0.9632401261
,,19,20 Dec 2012,0.056,0.963241604
,,20,21 Dec 2012,0.0196,0.9632421212
,,21,24 Dec 2012,0.0359,0.9632449634
,,24,26 Dec 2012,0.055,0.9632478664
,,26,27 Dec 2012,0.1099,0.9632507667
,,27,28 Dec 2012,0.0991,0.963253382
,,28,31 Dec 2012,0.0637,0.9632584252
,,31,02 Jan 2013,0.038,0.9632604309
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2013,Jan,2,03 Jan 2013,0.0189,0.9632609297
,,3,04 Jan 2013,0.0194,0.9632614416
,,4,07 Jan 2013,0.0228,0.9632632468
,,7,08 Jan 2013,0.0285,0.9632639989
,,8,09 Jan 2013,0.0327,0.9632648619
,,9,10 Jan 2013,0.0202,0.963265395
,,10,11 Jan 2013,0.0247,0.9632660468
,,11,14 Jan 2013,0.0224,0.9632678203
,,14,15 Jan 2013,0.0235,0.9632684405
,,15,16 Jan 2013,0.0274,0.9632691636
,,16,17 Jan 2013,0.0266,0.9632698656
,,17,18 Jan 2013,0.0255,0.9632705386
,,18,21 Jan 2013,0.0517,0.9632746318
,,21,22 Jan 2013,0.0567,0.9632761282
,,22,23 Jan 2013,0.0605,0.9632777248
,,23,24 Jan 2013,0.1034,0.9632804537
,,24,25 Jan 2013,0.0629,0.9632821137
,,25,28 Jan 2013,0.0365,0.9632850035
,,28,29 Jan 2013,0.0442,0.96328617
,,29,30 Jan 2013,0.0511,0.9632875186
,,30,31 Jan 2013,0.0503,0.9632888461
,,31,01 Feb 2013,0.0715,0.9632907331
,Feb,1,04 Feb 2013,0.0589,0.9632953965
,,4,05 Feb 2013,0.0712,0.9632972756
,,5,06 Feb 2013,0.0266,0.9632979776
,,6,07 Feb 2013,0.0226,0.9632985741
,,7,08 Feb 2013,0.0317,0.9632994107
,,8,13 Feb 2013,0.0767,0.9633095319
,,13,14 Feb 2013,0.0793,0.9633116248
,,14,15 Feb 2013,0.0921,0.9633140555
,,15,18 Feb 2013,0.0991,0.9633219019
,,18,19 Feb 2013,0.0423,0.9633230183
,,19,20 Feb 2013,0.0396,0.9633240634
,,20,21 Feb 2013,0.0197,0.9633245834
,,21,22 Feb 2013,0.0406,0.9633256549
,,22,25 Feb 2013,0.0414,0.9633289329
,,25,26 Feb 2013,0.0306,0.9633297405
,,26,27 Feb 2013,0.0391,0.9633307724
,,27,28 Feb 2013,0.0546,0.9633322135
,,28,01 Mar 2013,0.0657,0.9633339475
,Mar,1,04 Mar 2013,0.0659,0.9633391653
,,4,05 Mar 2013,0.0501,0.9633404876
,,5,06 Mar 2013,0.0409,0.963341567
,,6,07 Mar 2013,0.0504,0.9633428972
,,7,08 Mar 2013,0.0244,0.9633435412
,,8,11 Mar 2013,0.0281,0.9633457662
,,11,12 Mar 2013,0.036,0.9633467163
,,12,13 Mar 2013,0.0346,0.9633476295
,,13,14 Mar 2013,0.0228,0.9633482313
,,14,15 Mar 2013,0.019,0.9633487327
,,15,18 Mar 2013,0.039,0.9633518207
,,18,19 Mar 2013,0.0398,0.9633528712
,,19,20 Mar 2013,0.086,0.963355141
,,20,21 Mar 2013,0.0986,0.9633577434
,,21,22 Mar 2013,0.0628,0.9633594009
,,22,25 Mar 2013,0.1109,0.963368182
,,25,26 Mar 2013,0.0439,0.9633693407
,,26,27 Mar 2013,0.0315,0.9633701721
,,27,28 Mar 2013,0.0187,0.9633706656
,,28,01 Apr 2013,0.0334,0.9633741918
,Apr,1,02 Apr 2013,0.0224,0.963374783
,,2,03 Apr 2013,0.0321,0.9633756303
,,3,04 Apr 2013,0.0194,0.9633761423
,,4,05 Apr 2013,0.0213,0.9633767045
,,5,08 Apr 2013,0.0297,0.9633790562
,,8,09 Apr 2013,0.0222,0.9633796421
,,9,10 Apr 2013,0.032,0.9633804868
,,10,11 Apr 2013,0.0615,0.96338211
,,11,12 Apr 2013,0.0489,0.9633834007
,,12,15 Apr 2013,0.0392,0.9633865046
,,15,16 Apr 2013,0.0278,0.9633872384
,,16,17 Apr 2013,0.0316,0.9633880724
,,17,18 Apr 2013,0.0637,0.9633897537
,,18,19 Apr 2013,0.0449,0.9633909388
,,19,22 Apr 2013,0.0364,0.9633938211
,,22,23 Apr 2013,0.0322,0.963394671
,,23,24 Apr 2013,0.0264,0.9633953678
,,24,25 Apr 2013,0.0336,0.9633962546
,,25,26 Apr 2013,0.0373,0.9633972391
,,26,29 Apr 2013,0.0483,0.9634010637
,,29,30 Apr 2013,0.0763,0.9634030776
,,30,02 May 2013,0.101,0.9634084093
,May,2,03 May 2013,0.0804,0.9634105315
,,3,06 May 2013,0.0881,0.9634175076
,,6,07 May 2013,0.0766,0.9634195295
,,7,08 May 2013,0.0355,0.9634204665
,,8,09 May 2013,0.0387,0.963421488
,,9,10 May 2013,0.0334,0.9634223696
,,10,13 May 2013,0.0244,0.9634243017
,,13,14 May 2013,0.0273,0.9634250223
,,14,15 May 2013,0.0262,0.9634257138
,,15,16 May 2013,0.0268,0.9634264212
,,16,17 May 2013,0.034,0.9634273187
,,17,20 May 2013,0.0575,0.9634318719
,,20,21 May 2013,0.0695,0.9634337063
,,21,22 May 2013,0.1007,0.9634363644
,,22,23 May 2013,0.0965,0.9634389115
,,23,27 May 2013,0.1355,0.9634532179
,,27,28 May 2013,0.0694,0.9634550498
,,28,29 May 2013,0.0564,0.9634565385
,,29,30 May 2013,0.0588,0.9634580906
,,30,31 May 2013,0.0761,0.9634600994
,,31,03 Jun 2013,0.0537,0.9634643518
,Jun,3,04 Jun 2013,0.0341,0.9634652519
,,4,05 Jun 2013,0.0394,0.9634662919
,,5,06 Jun 2013,0.0435,0.9634674402
,,6,07 Jun 2013,0.0211,0.9634679971
,,7,10 Jun 2013,0.018,0.9634694225
,,10,11 Jun 2013,0.0177,0.9634698898
,,11,12 Jun 2013,0.0291,0.9634706579
,,12,13 Jun 2013,0.0273,0.9634713785
,,13,14 Jun 2013,0.0355,0.9634723156
,,14,17 Jun 2013,0.03,0.9634746913
,,17,18 Jun 2013,0.0292,0.9634754621
,,18,19 Jun 2013,0.033,0.9634763331
,,19,20 Jun 2013,0.0427,0.9634774603
,,20,21 Jun 2013,0.0549,0.9634789095
,,21,24 Jun 2013,0.0632,0.9634839143
,,24,25 Jun 2013,0.0616,0.9634855403
,,25,26 Jun 2013,0.0483,0.9634868153
,,26,27 Jun 2013,0.0476,0.9634880718
,,27,28 Jun 2013,0.0526,0.9634894602
,,28,01 Jul 2013,0.0478,0.9634932456
,Jul,1,02 Jul 2013,0.0646,0.9634949508
,,2,03 Jul 2013,0.0638,0.963496635
,,3,04 Jul 2013,0.0698,0.9634984775
,,4,05 Jul 2013,0.0633,0.9635001484
,,5,08 Jul 2013,0.0358,0.9635029835
,,8,09 Jul 2013,0.0251,0.9635036461
,,9,10 Jul 2013,0.0361,0.963504599
,,10,11 Jul 2013,0.0209,0.9635051507
,,11,12 Jul 2013,0.0354,0.9635060852
,,12,15 Jul 2013,0.0443,0.9635095934
,,15,16 Jul 2013,0.0351,0.96351052
,,16,17 Jul 2013,0.04,0.9635115759
,,17,18 Jul 2013,0.0251,0.9635122384
,,18,19 Jul 2013,0.0372,0.9635132204
,,19,22 Jul 2013,0.0434,0.9635166574
,,22,23 Jul 2013,0.0373,0.963517642
,,23,24 Jul 2013,0.0436,0.963518793
,,24,25 Jul 2013,0.0718,0.9635206883
,,25,26 Jul 2013,0.0414,0.9635217812
,,26,29 Jul 2013,0.0423,0.9635251311
,,29,30 Jul 2013,0.0774,0.9635271743
,,30,31 Jul 2013,0.0533,0.9635285813
,,31,01 Aug 2013,0.0522,0.9635299593
,Aug,1,02 Aug 2013,0.0315,0.9635307908
,,2,05 Aug 2013,0.0291,0.9635330954
,,5,06 Aug 2013,0.0319,0.9635339375
,,6,07 Aug 2013,0.0504,0.9635352679
,,7,12 Aug 2013,0.0498,0.9635418411
,,12,13 Aug 2013,0.0505,0.9635431742
,,13,14 Aug 2013,0.0265,0.9635438738
,,14,15 Aug 2013,0.0341,0.963544774
,,15,16 Aug 2013,0.0485,0.9635460543
,,16,19 Aug 2013,0.0401,0.96354923
,,19,20 Aug 2013,0.0307,0.9635500405
,,20,21 Aug 2013,0.0353,0.9635509724
,,21,22 Aug 2013,0.073,0.9635528995
,,22,23 Aug 2013,0.0657,0.9635546338
,,23,26 Aug 2013,0.0649,0.9635597737
,,26,27 Aug 2013,0.0418,0.9635608772
,,27,28 Aug 2013,0.0358,0.9635618222
,,28,29 Aug 2013,0.0558,0.9635632953
,,29,30 Aug 2013,0.0455,0.9635644965
,,30,02 Sep 2013,0.0308,0.9635669357
,Sep,2,03 Sep 2013,0.0376,0.9635679283
,,3,04 Sep 2013,0.0348,0.963568847
,,4,05 Sep 2013,0.0435,0.9635699954
,,5,06 Sep 2013,0.0218,0.9635705709
,,6,09 Sep 2013,0.0175,0.9635719568
,,9,10 Sep 2013,0.034,0.9635728544
,,10,11 Sep 2013,0.0269,0.9635735646
,,11,12 Sep 2013,0.0372,0.9635745466
,,12,13 Sep 2013,0.0265,0.9635752462
,,13,16 Sep 2013,0.0415,0.9635785329
,,16,17 Sep 2013,0.023,0.9635791401
,,17,18 Sep 2013,0.0342,0.963580043
,,18,19 Sep 2013,0.0263,0.9635807373
,,19,20 Sep 2013,0.03,0.9635815292
,,20,23 Sep 2013,0.025,0.9635835092
,,23,24 Sep 2013,0.0292,0.9635842801
,,24,25 Sep 2013,0.0174,0.9635847394
,,25,26 Sep 2013,0.0229,0.963585344
,,26,27 Sep 2013,0.0245,0.9635859908
,,27,30 Sep 2013,0.0236,0.9635878599
,,30,01 Oct 2013,0.0522,0.9635892379
,Oct,1,02 Oct 2013,0.0228,0.9635898398
,,2,03 Oct 2013,0.0558,0.9635913129
,,3,04 Oct 2013,0.0825,0.9635934909
,,4,07 Oct 2013,0.1221,0.9636031612
,,7,08 Oct 2013,0.1475,0.9636070552
,,8,09 Oct 2013,0.0831,0.963609249
,,9,10 Oct 2013,0.0823,0.9636114218
,,10,11 Oct 2013,0.1224,0.9636146532
,,11,14 Oct 2013,0.1284,0.9636248226
,,14,16 Oct 2013,0.1924,0.9636349816
,,16,17 Oct 2013,0.0599,0.963636563
,,17,18 Oct 2013,0.0711,0.9636384401
,,18,21 Oct 2013,0.0703,0.9636440081
,,21,22 Oct 2013,0.0275,0.9636447341
,,22,23 Oct 2013,0.0293,0.9636455077
,,23,24 Oct 2013,0.0299,0.9636462971
,,24,25 Oct 2013,0.0294,0.9636470733
,,25,28 Oct 2013,0.0295,0.9636494098
,,28,29 Oct 2013,0.0479,0.9636506744
,,29,30 Oct 2013,0.0516,0.9636520367
,,30,31 Oct 2013,0.0357,0.9636529793
,,31,01 Nov 2013,0.0318,0.9636538188
,Nov,1,04 Nov 2013,0.0292,0.9636561316
,,4,05 Nov 2013,0.0367,0.9636571005
,,5,06 Nov 2013,0.025,0.9636577606
,,6,07 Nov 2013,0.0171,0.9636582121
,,7,08 Nov 2013,0.0245,0.9636588589
,,8,11 Nov 2013,0.0441,0.9636623518
,,11,12 Nov 2013,0.0736,0.963664295
,,12,13 Nov 2013,0.1887,0.963669277
,,13,14 Nov 2013,0.3913,0.9636796081
,,14,15 Nov 2013,0.1015,0.9636822879
,,15,18 Nov 2013,0.0375,0.9636852581
,,18,19 Nov 2013,0.0833,0.9636874575
,,19,20 Nov 2013,0.1083,0.9636903168
,,20,21 Nov 2013,0.0944,0.9636928092
,,21,22 Nov 2013,0.0299,0.9636935987
,,22,25 Nov 2013,0.0388,0.9636966719
,,25,26 Nov 2013,0.0425,0.963697794
,,26,27 Nov 2013,0.0423,0.9636989109
,,27,28 Nov 2013,0.0164,0.9636993439
,,28,29 Nov 2013,0.0327,0.9637002072
,,29,02 Dec 2013,0.0466,0.9637038983
,Dec,2,03 Dec 2013,0.0333,0.9637047776
,,3,04 Dec 2013,0.0757,0.9637067763
,,4,05 Dec 2013,0.0973,0.9637093453
,,5,06 Dec 2013,0.07,0.9637111935
,,6,09 Dec 2013,0.0384,0.9637142351
,,9,10 Dec 2013,0.0314,0.9637150642
,,10,11 Dec 2013,0.0254,0.9637157348
,,11,12 Dec 2013,0.0433,0.9637168781
,,12,13 Dec 2013,0.018,0.9637173533
,,13,16 Dec 2013,0.0331,0.9637199752
,,16,17 Dec 2013,0.0326,0.9637208359
,,17,18 Dec 2013,0.0371,0.9637218155
,,18,19 Dec 2013,0.0511,0.9637231647
,,19,20 Dec 2013,0.0497,0.9637244769
,,20,23 Dec 2013,0.0784,0.963730687
,,23,24 Dec 2013,0.0965,0.963733235
,,24,26 Dec 2013,0.0949,0.9637382464
,,26,27 Dec 2013,0.0264,0.9637389434
,,27,30 Dec 2013,0.0311,0.9637414069
,,30,31 Dec 2013,0.0217,0.9637419799
,,31,02 Jan 2014,0.0698,0.9637456658
,,,,,
,,,,,
SORA Value Date,,,SORA Publication Date,SORA,SORA Index
2014,Jan,2,03 Jan 2014,0.0446,0.9637468435
,,3,06 Jan 2014,0.0259,0.9637488951
,,6,07 Jan 2014,0.037,0.963749872
,,7,08 Jan 2014,0.0358,0.9637508173
,,8,09 Jan 2014,0.039,0.963751847
,,9,10 Jan 2014,0.029,0.9637526128
,,10,13 Jan 2014,0.0399,0.9637557733
,,13,14 Jan 2014,0.0541,0.9637572018
,,14,15 Jan 2014,0.0403,0.9637582659
,,15,16 Jan 2014,0.0381,0.9637592719
,,16,17 Jan 2014,0.0356,0.9637602119
,,17,20 Jan 2014,0.0451,0.9637637844
,,20,21 Jan 2014,0.0474,0.963765036
,,21,22 Jan 2014,0.0468,0.9637662717
,,22,23 Jan 2014,0.0509,0.9637676157
,,23,24 Jan 2014,0.0479,0.9637688805
,,24,27 Jan 2014,0.0557,0.9637732927
,,27,28 Jan 2014,0.0521,0.9637746684
,,28,29 Jan 2014,0.061,0.9637762791
,,29,30 Jan 2014,0.0577,0.9637778026
,,30,03 Feb 2014,0.0467,0.9637827351
,Feb,3,04 Feb 2014,0.0593,0.9637843009
,,4,05 Feb 2014,0.0169,0.9637847471
,,5,06 Feb 2014,0.0237,0.9637853729
,,6,07 Feb 2014,0.0124,0.9637857004
,,7,10 Feb 2014,0.0376,0.9637886789
,,10,11 Feb 2014,0.0347,0.9637895951
,,11,12 Feb 2014,0.0288,0.9637903556
,,12,13 Feb 2014,0.0284,0.9637911055
,,13,14 Feb 2014,0.0364,0.9637920666
,,14,17 Feb 2014,0.0422,0.9637954095
,,17,18 Feb 2014,0.0453,0.9637966057
,,18,19 Feb 2014,0.0518,0.9637979735
,,19,20 Feb 2014,0.0576,0.9637994945
,,20,21 Feb 2014,0.0325,0.9638003526
,,21,24 Feb 2014,0.03,0.9638027291
,,24,25 Feb 2014,0.0242,0.9638033681
,,25,26 Feb 2014,0.0214,0.9638039332
,,26,27 Feb 2014,0.0343,0.9638048389
,,27,28 Feb 2014,0.0874,0.9638071468
,,28,03 Mar 2014,0.1482,0.9638188868
,Mar,3,04 Mar 2014,0.0869,0.9638211814
,,4,05 Mar 2014,0.0709,0.9638230536
,,5,06 Mar 2014,0.0667,0.9638248149
,,6,07 Mar 2014,0.0437,0.9638259689
,,7,10 Mar 2014,0.0434,0.9638294069
,,10,11 Mar 2014,0.0483,0.9638306824
,,11,12 Mar 2014,0.0841,0.9638329031
,,12,13 Mar 2014,0.0785,0.963834976
,,13,14 Mar 2014,0.0826,0.9638371572
,,14,17 Mar 2014,0.0475,0.9638409201
,,17,18 Mar 2014,0.053,0.9638423197
,,18,19 Mar 2014,0.0702,0.9638441734
,,19,20 Mar 2014,0.0671,0.9638459453
,,20,21 Mar 2014,0.0462,0.9638471653
,,21,24 Mar 2014,0.0534,0.9638513957
,,24,25 Mar 2014,0.0629,0.9638530567
,,25,26 Mar 2014,0.0799,0.9638551666
,,26,27 Mar 2014,0.0806,0.963857295
,,27,28 Mar 2014,0.0943,0.9638597852
,,28,31 Mar 2014,0.1915,0.9638749561
,,31,01 Apr 2014,0.2129,0.9638805782
,Apr,1,02 Apr 2014,0.0756,0.9638825747
,,2,03 Apr 2014,0.0679,0.9638843677
,,3,04 Apr 2014,0.04,0.963885424
,,4,07 Apr 2014,0.043,0.9638888307
,,7,08 Apr 2014,0.0319,0.9638896731
,,8,09 Apr 2014,0.0325,0.9638905313
,,9,10 Apr 2014,0.0225,0.9638911255
,,10,11 Apr 2014,0.037,0.9638921026
,,11,14 Apr 2014,0.0541,0.9638963886
,,14,15 Apr 2014,0.038,0.9638973921
,,15,16 Apr 2014,0.0539,0.9638988155
,,16,17 Apr 2014,0.0693,0.9639006456
,,17,21 Apr 2014,0.0686,0.963907892
,,21,22 Apr 2014,0.0686,0.9639097037
,,22,23 Apr 2014,0.0735,0.9639116447
,,23,24 Apr 2014,0.0888,0.9639139898
,,24,25 Apr 2014,0.0958,0.9639165197
,,25,28 Apr 2014,0.0601,0.9639212812
,,28,29 Apr 2014,0.0858,0.9639235471
,,29,30 Apr 2014,0.0863,0.9639258261
,,30,02 May 2014,0.1691,0.9639347576
,May,2,05 May 2014,0.1091,0.9639434014
,,5,06 May 2014,0.0632,0.9639450704
,,6,07 May 2014,0.0866,0.9639473575
,,7,08 May 2014,0.0762,0.9639493699
,,8,09 May 2014,0.0893,0.9639517283
,,9,12 May 2014,0.0734,0.9639575437
,,12,14 May 2014,0.1105,0.9639633802
,,14,15 May 2014,0.1111,0.9639663144
,,15,16 May 2014,0.0603,0.9639679069
,,16,19 May 2014,0.0572,0.9639724389
,,19,20 May 2014,0.0526,0.9639738281
,,20,21 May 2014,0.0483,0.9639751037
,,21,22 May 2014,0.0705,0.9639769656
,,22,23 May 2014,0.1016,0.9639796489
,,23,26 May 2014,0.0606,0.9639844503
,,26,27 May 2014,0.0365,0.9639854143
,,27,28 May 2014,0.0674,0.9639871944
,,28,29 May 2014,0.1205,0.9639903768
,,29,30 May 2014,0.1147,0.9639934061
,,30,02 Jun 2014,0.155,0.9640056872
,Jun,2,03 Jun 2014,0.0753,0.9640076759
,,3,04 Jun 2014,0.0578,0.9640092025
,,4,05 Jun 2014,0.0246,0.9640098522
,,5,06 Jun 2014,0.0182,0.9640103329
,,6,09 Jun 2014,0.0312,0.964012805
,,9,10 Jun 2014,0.0365,0.964013769
,,10,11 Jun 2014,0.0267,0.9640144742
,,11,12 Jun 2014,0.0305,0.9640152797
,,12,13 Jun 2014,0.0415,0.9640163758
,,13,16 Jun 2014,0.0338,0.9640190539
,,16,17 Jun 2014,0.0385,0.9640200707
,,17,18 Jun 2014,0.0373,0.9640210559
,,18,19 Jun 2014,0.049,0.9640223501
,,19,20 Jun 2014,0.0643,0.9640240483
,,20,23 Jun 2014,0.1109,0.9640328355
,,23,24 Jun 2014,0.1051,0.9640356114
,,24,25 Jun 2014,0.1101,0.9640385193
,,25,26 Jun 2014,0.1627,0.9640428165
,,26,27 Jun 2014,0.0939,0.9640452966
,,27,30 Jun 2014,0.0742,0.964051176
,,30,01 Jul 2014,0.0692,0.9640530037
,Jul,1,02 Jul 2014,0.0572,0.9640545145
,,2,03 Jul 2014,0.0448,0.9640556978
,,3,04 Jul 2014,0.035,0.9640566222
,,4,07 Jul 2014,0.034,0.9640593163
,,7,08 Jul 2014,0.0393,0.9640603543
,,8,09 Jul 2014,0.038,0.964061358
,,9,10 Jul 2014,0.0244,0.9640620025
,,10,11 Jul 2014,0.0381,0.9640630088
,,11,14 Jul 2014,0.0402,0.9640661942
,,14,15 Jul 2014,0.0434,0.9640673405
,,15,16 Jul 2014,0.0614,0.9640689622
,,16,17 Jul 2014,0.0886,0.9640713024
,,17,18 Jul 2014,0.0995,0.9640739305
,,18,21 Jul 2014,0.1463,0.9640855232
,,21,22 Jul 2014,0.1146,0.9640885501
,,22,23 Jul 2014,0.0376,0.9640895433
,,23,24 Jul 2014,0.0258,0.9640902247
,,24,25 Jul 2014,0.0499,0.9640915428
,,25,29 Jul 2014,0.0604,0.9640979242
,,29,30 Jul 2014,0.0458,0.964099134
,,30,31 Jul 2014,0.0511,0.9641004837
,,31,01 Aug 2014,0.083,0.9641026761
,Aug,1,04 Aug 2014,0.0762,0.9641087143
,,4,05 Aug 2014,0.0443,0.9641098844
,,5,06 Aug 2014,0.0335,0.9641107693
,,6,07 Aug 2014,0.0497,0.964112082
,,7,08 Aug 2014,0.0428,0.9641132126
,,8,11 Aug 2014,0.0613,0.9641180701
,,11,12 Aug 2014,0.0484,0.9641193486
,,12,13 Aug 2014,0.06,0.9641209334
,,13,14 Aug 2014,0.054,0.9641223598
,,14,15 Aug 2014,0.0569,0.9641238628
,,15,18 Aug 2014,0.0743,0.9641297505
,,18,19 Aug 2014,0.077,0.9641317844
,,19,20 Aug 2014,0.0706,0.9641336493
,,20,21 Aug 2014,0.0903,0.9641360345
,,21,22 Aug 2014,0.1059,0.9641388319
,,22,25 Aug 2014,0.1627,0.9641517249
,,25,26 Aug 2014,0.0817,0.964153883
,,26,27 Aug 2014,0.1204,0.9641570634
,,27,28 Aug 2014,0.1103,0.964159977
,,28,29 Aug 2014,0.1897,0.964164988
,,29,01 Sep 2014,0.1766,0.9641789829
,Sep,1,02 Sep 2014,0.1915,0.9641840416
,,2,03 Sep 2014,0.1446,0.9641878613
,,3,04 Sep 2014,0.1089,0.964190738
,,4,05 Sep 2014,0.1374,0.9641943676
,,5,08 Sep 2014,0.0691,0.9641998437
,,8,09 Sep 2014,0.0654,0.9642015713
,,9,10 Sep 2014,0.0618,0.9642032039
,,10,11 Sep 2014,0.0584,0.9642047466
,,11,12 Sep 2014,0.0493,0.9642060489
,,12,15 Sep 2014,0.0924,0.9642133716
,,15,16 Sep 2014,0.091,0.9642157755
,,16,17 Sep 2014,0.1133,0.9642187686
,,17,18 Sep 2014,0.0661,0.9642205147
,,18,19 Sep 2014,0.0527,0.9642219069
,,19,22 Sep 2014,0.074,0.9642277715
,,22,23 Sep 2014,0.0599,0.9642293539
,,23,24 Sep 2014,0.0625,0.964231005
,,24,25 Sep 2014,0.0842,0.9642332293
,,25,26 Sep 2014,0.088,0.964235554
,,26,29 Sep 2014,0.1372,0.9642464274
,,29,30 Sep 2014,0.0615,0.9642480521
,,30,01 Oct 2014,0.0751,0.9642500361
,Oct,1,02 Oct 2014,0.0803,0.9642521574
,,2,03 Oct 2014,0.0718,0.9642540542
,,3,07 Oct 2014,0.0803,0.9642625397
,,7,08 Oct 2014,0.0496,0.96426385
,,8,09 Oct 2014,0.0523,0.9642652317
,,9,10 Oct 2014,0.0476,0.9642664892
,,10,13 Oct 2014,0.0571,0.9642710147
,,13,14 Oct 2014,0.0674,0.9642727953
,,14,15 Oct 2014,0.0813,0.9642749431
,,15,16 Oct 2014,0.1109,0.9642778729
,,16,17 Oct 2014,0.067,0.9642796429
,,17,20 Oct 2014,0.0749,0.9642855792
,,20,21 Oct 2014,0.0604,0.9642871749
,,21,23 Oct 2014,0.0754,0.9642911588
,,23,24 Oct 2014,0.056,0.9642926383
,,24,27 Oct 2014,0.0913,0.9642998745
,,27,28 Oct 2014,0.0673,0.9643016525
,,28,29 Oct 2014,0.0831,0.9643038479
,,29,30 Oct 2014,0.0952,0.964306363
,,30,31 Oct 2014,0.0739,0.9643083154
,,31,03 Nov 2014,0.117,0.9643175886
,Nov,3,04 Nov 2014,0.2229,0.9643234776
,,4,05 Nov 2014,0.1612,0.9643277364
,,5,06 Nov 2014,0.1619,0.9643320138
,,6,07 Nov 2014,0.2298,0.9643380852
,,7,10 Nov 2014,0.1369,0.9643489359
,,10,11 Nov 2014,0.1011,0.9643516071
,,11,12 Nov 2014,0.1126,0.964354582
,,12,13 Nov 2014,0.0723,0.9643564922
,,13,14 Nov 2014,0.0605,0.9643580907
,,14,17 Nov 2014,0.0777,0.9643642494
,,17,18 Nov 2014,0.0907,0.9643666457
,,18,19 Nov 2014,0.0888,0.9643689919
,,19,20 Nov 2014,0.113,0.9643719775
